n.country,n.id,n.srid, n.x, n.y,n.name
"IND","standardcharteredbankmumbaiindiaind", 4326, 77, 20, "Standard Chartered Bank"
"CHN","bankofeastasiachinalimitedchn", 4326, 105, 35, "Bank of East Asia"
"CHN","hangsengbankchinalimitedchn", 4326, 105, 35, "Hang Seng Bank"
"UKR","donghorbankjointstockcompanydonetskukraineukr", 4326, 32, 49, "Donghorbank JointStock Company"
"TUR","turkiyegarantibankasiasturkeytur", 4326, 35, 39, "Turkiye Garanti Bankasi A.S."
"EGY","housinganddevelopmentbankegyptegy", 4326, 30, 27, "Housing And Development Bank"
"RUS","vtbnorthwestrussiarus", 4326, 100, 60, "VTB NorthWest"
"PRT","caixacentraldecreditoagricolaportugalprt", 4326, 8, 39.5, "Caixa Central De Credito Agricola"
"DEU","wgzbankwestdeutschedusseldorfgermanydeu", 4326, 9, 51, "Wgz Bank Westdeutsche"
"DEU","dzbankagfranfurtgermanydeu", 4326, 9, 51, "Dz Bank AG"
"NLD","abnamrobanknvrotterdamnetherlandsnld", 4326, 5.75, 52.5, "ABN Amro Bank N.V."
"MDA","bancadeeconomiisachisinaumoldovamda", 4326, 29, 47, "Banca De Economii S.A."
"BGR","piraeusbankbulgariaadsofiabulgariabgr", 4326, 25, 43, "Piraeus Bank Bulgaria Ad"
"RUS","bankvtb24jscmoscowrussiarus", 4326, 100, 60, "Bank Vtb24 JSC"
"CYP","marfinpopularbankpubliccoltdcypruscyp", 4326, 33, 35, "Marfin Popular Bank Public Co Ltd"
"AUT","erstegroupbankagaustriaaut", 4326, 13.3333, 47.3333, "Erste Group Bank AG"
"GBR","royalbankofscotlandlondonukgbr", 4326, 2, 54, "Royal Bank of Scotland"
"SGP","royalbankofscotlandsingaporesgp", 4326, 103.8, 1.3667, "Royal Bank of Scotland"
"ROU","royalbankofscotlandromaniarou", 4326, 25, 46, "Royal Bank of Scotland"
"ARE","barclaysbankplcdubaiare", 4326, 54, 24, "Barclays Bank Plc"
"GBR","barclaysbankplchoukwealthunitedkingdomgbr", 4326, 2, 54, "Barclays Bank Plc Ho Uk Wealth"
"CYP","barclaysbankplcwealthnicosiacypruscyp", 4326, 33, 35, "Barclays Bank Plc Wealth"
"GBR","deutschebankaglondonukgbr", 4326, 2, 54, "Deutsche Bank Ag"
"NGA","keystonebanklimitednigerianga", 4326, 8, 10, "Keystone Bank Limited"
"MDA","bancadeeconomimoldovamda", 4326, 29, 47, "Banca De Economi"
"CYP","piraeusbankcyprusltdnicosiacypruscyp", 4326, 33, 35, "Piraeus Bank Cyprus Ltd"
"SGP","dbsbanksingaporesgp", 4326, 103.8, 1.3667, "DBS Bank"
"CHN","bankofchinaltdchinachn", 4326, 105, 35, "Bank of China Ltd"
"KOR","koreaexchangebanksouthkoreakor", 4326, 127.5, 37, "Korea Exchange Bank"
"KWT","bankofbahrainkuwaitkuwaitkwt", 4326, 47.6581, 29.3375, "Bank of Bahrain Kuwait"
"MYS","menaramaybankmalaysiamys", 4326, 112.5, 2.5, "Menara Maybank"
"RUS","gazprombankrussiarus", 4326, 100, 60, "Gazprombank"
"NLD","crediteuropebanknvamsterdamnetherlandsnld", 4326, 5.75, 52.5, "Credit Europe Bank N.V. "
"KAZ","vtbbankalmatykazakhstankaz", 4326, 68, 48, "VTB Bank"
"ARE","nationalbankofrasrasalkhaimahuaeare", 4326, 54, 24, "National Bank of Ras"
"CHE","banquedecommerceetdegenevaswitzerlandche", 4326, 8, 47, "Banque De Commerce Et De"
"KAZ","uzbalttransastanatooatbtabankalmatykazakhstankaz", 4326, 68, 48, "UzbalttransAstana Too At BTA Bank"
"KAZ","alliancebankalmatykazakhstankaz", 4326, 68, 48, "Alliance Bank"
"KAZ","sbsberbankjscalmatykazakhstankaz", 4326, 68, 48, "SB Sberbank JSC"
"DEU","commerzbankagfrankfurtammainfrankfurtgermanydeu", 4326, 9, 51, "Commerzbank A G"
"IND","hdfcbanklimitedmumbaiindiaind", 4326, 77, 20, "Hdfc Bank Limited"
"NGA","zenithbankplclagosnigerianga", 4326, 8, 10, "Zenith Bank Plc"
"VNM","bankforforeigntradeofvietnamhochiminhcityvietnamvnm", 4326, 106, 16, "Bank For Foreign Trade of Vietnam"
"CYP","cypruspopularbankpubliccoltdnicosiacypruscyp", 4326, 33, 35, "Cyprus Popular Bank Public Co Ltd"
"IND","ucobankmumbaiindiaind", 4326, 77, 20, "Uco Bank"
"RUS","transcapitalbankmoscowrussiarus", 4326, 100, 60, "Transcapitalbank"
"HUN","raiffeisenbankrtbudapesthungaryhun", 4326, 20, 47, "Raiffeisen Bank Rt"
"TUR","turkiyeisbankasiasturkeytur", 4326, 35, 39, "Turkiye Is Bankasi AS"
"EST","danskebankasestoniabranchestoniaest", 4326, 26, 59, "Danske Bank A/S Estonia Branch"
"ISR","israelpostalbankisraelisr", 4326, 34.75, 31.5, "Israel Postal Bank"
"KAZ","btabankalmatykazakhstankaz", 4326, 68, 48, "BTA Bank"
"FIN","skandinaviskaenskildabankenhelsinkifinlandfin", 4326, 26, 64, "Skandinaviska Enskilda Banken"
"ARE","commercialbankofdubaipscdubaiunitedarabemiratesare", 4326, 54, 24, "Commercial Bank of Dubai P.S.C. "
"HKG","winglungbankltdhongkonghkg", 4326, 114.1667, 22.25, "Wing Lung Bank Ltd"
"IDN","ptbankmandiriperseotbkjakartaindonesiaidn", 4326, 120, 5, "PT Bank Mandiri"
"IND","bankofbarodamumbaiindiaind", 4326, 77, 20, "Bank of Baroda"
"CZE","ceskoslovenskaobchodnibankaaspragueczechrepubliccze", 4326, 15.5, 49.75, "Ceskoslovenska Obchodni Banka A.S. "
"CHE","creditsuisseagzurichche", 4326, 8, 47, "Credit Suisse AG"
"RUS","bankvtbnorthwestjscstpetersburgrussiarus", 4326, 100, 60, "Bank VTB Northwest JSC"
"KAZ","bankcentercreditalmatykzkaz", 4326, 68, 48, "Bank Centercredit"
"KAZ","halyksavingsbankalmatykazakhstankaz", 4326, 68, 48, "Halyk Savings Bank"
"UKR","privatbankdnepropetrovskukraineukr", 4326, 32, 49, "PrivatBank"
"RUS","internationalbankofstpetersburgplcmoscowrussiarus", 4326, 100, 60, "International Bank of St.Petersburg Plc"
"HKG","hangsengbankhongkonghkg", 4326, 114.1667, 22.25, "Hang Seng Bank"
"CHN","bankofcommunicationscoshanghaichinachn", 4326, 105, 35, "Bank of Communications Co"
"BRA","bancobvasariodejaneirobrazilbra", 4326, 55, 10, "Banco Bva S A"
"HKG","indianoverseasbankhongkonghkg", 4326, 114.1667, 22.25, "Indian Overseas Bank"
"RUS","jointstockcommercialbanktranscapitalbankclosedjointstockcompanyrussiarus", 4326, 100, 60, "Joint Stock Commercial Bank Transcapitalbank Closed Joint Stock Company"
"ARE","firstgulfbankuaeare", 4326, 54, 24, "First Gulf Bank"
"IND","indianbankchennaichennaiindiaind", 4326, 77, 20, "Indian Bank Chennai"
"CHN","industrialcommercialbankofchinabeijingchinachn", 4326, 105, 35, "Industrial Commercial Bank of China"
"UKR","vtbbankkievukraineukr", 4326, 32, 49, "VTB Bank"
"DEU","landesbankbadenwuerttembergmannheimgermanydeu", 4326, 9, 51, "Landesbank BadenWuerttemberg"
"RUS","nomosbankmoscowrussiarus", 4326, 100, 60, "Nomos Bank"
"UKR","firstukranianintlbankdonetskukraineukr", 4326, 32, 49, "First Ukranian IntL Bank"
"UKR","pivdennybankodessaukraineukr", 4326, 32, 49, "Pivdenny Bank"
"ARE","rasalkhaimahrasalkhaimahuaeare", 4326, 54, 24, "Ras AlKhaimah"
"GBR","hsbcbankplclondonlondonenglandgbr", 4326, 2, 54, "HSBC Bank Plc London"
"JPN","sumitomomitsuibankingcorporationtokyojapanjpn", 4326, 138, 36, "Sumitomo Mitsui Banking Corporation"
"ARE","nationalbankofdubaidubaiunitedarabemiratesare", 4326, 54, 24, "National Bank of Dubai"
"RUS","sviazbankmoscowrussiarus", 4326, 100, 60, "SviazBank"
"HKG","bankofchinahongkongltdwestkowloonhongkonghkg", 4326, 114.1667, 22.25, "Bank of China"
"RUS","internationalmoscowbankrussiarus", 4326, 100, 60, "International Moscow Bank"
"CYP","marfinpopularbankpubliccoltdlimassolcypruscyp", 4326, 33, 35, "Marfin Popular Bank Public Co. Ltd"
"CAN","bankofmontrealmontrealcanadacan", 4326, 95, 60, "Bank of Montreal"
"EGY","albarakabankgizaegyptegy", 4326, 30, 27, "Albaraka Bank"
"AUT","vtbbankaustriaaut", 4326, 13.3333, 47.3333, "VTB Bank"
"BGR","piraeusbanksofiabulgariabgr", 4326, 25, 43, "Piraeus Bank"
"GBR","creditsuissesecuritieseuropelimitedlondonenglandgbr", 4326, 2, 54, "Credit Suisse Securities"
"DEU","mainzervolksbankegmainzgermanydeu", 4326, 9, 51, "Mainzer Volksbank E.G."
"UKR","swedbankkievukraineukr", 4326, 32, 49, "Swedbank"
"RUS","petersburgsettlementcenterstpetersburgrussiarus", 4326, 100, 60, "Petersburg Settlement Center"
"KAZ","kaspibankjscalmaatakazakhstankaz", 4326, 68, 48, "Kaspi Bank JSC"
"BEL","euroclearbankbrusselsbelgiumbel", 4326, 4, 50.8333, "Euroclear Bank"
"CHE","rosbankswitzerlandsagenevaswitzerlandche", 4326, 8, 47, "Rosbank Switzerland SA"
"CHE","gazprombankswitzerlandltdswitzerlandche", 4326, 8, 47, "Gazprombank Switzerland Ltd"
"KAZ","halyksavingsbankkazakhstanalmatykzkaz", 4326, 68, 48, "Halyk Savings Bank Kazakhstan"
"AUT","raiffeisenzentralbankoesterreichagviennaaustriaaut", 4326, 13.3333, 47.3333, "Raiffeisen Zentralbank Oesterreich AG"
"CHN","jiangsurugaoruralcommercialbankcoltdrugaojiangsuchinachn", 4326, 105, 35, "Jiangsu Rugao Rural Commercial Bank Co Ltd"
"LVA","sebbankarigalatvialva", 4326, 25, 57, "SEB Banka"
"GBR","morganstanleycointlplclondonenglandgbr", 4326, 2, 54, "Morgan Stanley & Co Intl Plc"
"TUR","arabturkishbankistanbulturkeytur", 4326, 35, 39, "Arab Turkish Bank"
"RUS","creditbankofmoscowojscmoscowrussiarus", 4326, 100, 60, "Credit Bank of Moscow OJSC"
"RUS","uralbankforreconstructionanddevelopmentjointstockcompanyekaterinburgrussiarus", 4326, 100, 60, "Ural Bank For Reconstruction And Development Joint Stock Company"
"RUS","transcreditbankmoscowrussiarus", 4326, 100, 60, "Transcreditbank"
"JAM","rbttbankjamaicalimitedkingstonjamaicajam", 4326, 77.5, 18.25, "RBTT Bank Jamaica Limited"
"NLD","abnamrobanknvheadofficeamsterdamnetherlandsnld", 4326, 5.75, 52.5, "ABN Amro Bank N.V."
"MDA","commercialbankmobiasbancagroupesocietegeneralesachisinaumoldovamda", 4326, 29, 47, "Commercial Bank MobiasbancaGroupe Societe Generale S.A."
"ARE","habibbankagzurichdeiradubaiuaeare", 4326, 54, 24, "Habib Bank A G Zurich"
"UKR","jsckredobanklvivukraineukr", 4326, 32, 49, "JSC Kredobank"
"RUS","peresvetbankmoscowrussiarus", 4326, 100, 60, "Peresvetbank"
"AUT","denizbankagviennaaustriaaut", 4326, 13.3333, 47.3333, "Denizbank AG"
"UKR","otpbkkievukraineukr", 4326, 32, 49, "Otp Bk"
"RUS","nomosbankopenjointstockcomoscowrussiarus", 4326, 100, 60, "Nomos Bank"
"KOR","industrialbankofkoreaseoulkoreakor", 4326, 127.5, 37, "Industrial Bank of Korea"
"UKR","kredobanklvivukraineukr", 4326, 32, 49, "Kredobank"
"GBR","lloydsbanklondonenglandgbr", 4326, 2, 54, "Lloyds Bank"
"KAZ","bankrbkjointstockcompanyalmatykazakhstankaz", 4326, 68, 48, "Bank Rbk Joint Stock Company"
"RUS","openjointstockcompanyotpbankmoscowrussiarus", 4326, 100, 60, "Open Joint Stock Company Otp Bank"
"PAN","multibankincpanamapan", 4326, 80, 9, "Multibank Inc"
"CHE","bankjuliusbaercoltdswitzerlandche", 4326, 8, 47, "Bank Julius Baer & Co Ltd"
"ESP","caixabankspainesp", 4326, 4, 40, "Caixabank"
"CHE","banquepriveeedmondderothschildsuissesaswitzerlandche", 4326, 8, 47, "Banque Privee Edmond De Rothschild"
"GBR","nationalwestminsterbankplclondonunitedkingdomgbr", 4326, 2, 54, "National Westminster Bank Plc"
"ESP","bancobilbaovizcayaargentariasabilbaospainesp", 4326, 4, 40, "Banco Bilbao Vizcaya Argentaria SA"
"CYP","hellenicbankltdnicosiacypruscyp", 4326, 33, 35, "Hellenic Bank Ltd"
"AUS","australiaandnewzealandbankinggrpltdvictoriaaustraliaaus", 4326, 133, 27, "Australia And New Zealand Banking Grp Ltd"
"CAN","hsbcbankcanadatorontocanadacan", 4326, 95, 60, "HSBC Bank Canada"
"RUS","aoraiffeisenbankmoscowrussiarus", 4326, 100, 60, "AO Raiffeisenbank"
"PER","scotiabankperulimaperuper", 4326, 76, 10, "Scotiabank Peru"
"HKG","dzbankhongkonghkg", 4326, 114.1667, 22.25, "Dz Bank"
"CYP","cypruspubliccompanyltdnicosiacypruscyp", 4326, 33, 35, "Cyprus Public Company Ltd"
"MDA","commercialbankbancasocialasachisinaumoldovamda", 4326, 29, 47, "Commercial Bank Banca Sociala SA"
"RUS","bankvozrozhdeniyemoscowrussiarus", 4326, 100, 60, "Bank Vozrozhdeniye"
"ARE","nationalbankofrasalkhaimahrasalkhaimahuaeare", 4326, 54, 24, "National Bank of Ras AlKhaimah"
"UKR","pjsccrediteuropebankkievukraineukr", 4326, 32, 49, "PJSC Credit Europe Bank"
"LVA","regionalainvesticijubankarigalatvialva", 4326, 25, 57, "Regionala Investiciju Banka"
"UKR","publicjointstockcompanyfidobankkyivukraineukr", 4326, 32, 49, "Public Joint Stock Company Fidobank"
"ISR","bankhapoalimtelavivisraelisr", 4326, 34.75, 31.5, "Bank Hapoalim"
"GBR","couttsandcompanylondonukgbr", 4326, 2, 54, "Coutts And Company"
"GBR","csukltdlondonukgbr", 4326, 2, 54, "Cs"
"GBR","deutschebankagunitedkingdomgbr", 4326, 2, 54, "Deutsche Bank AG"
"IDN","paninbankjakartaindonesiaidn", 4326, 120, 5, "Panin Bank"
"CHE","lombardodierdarierhentscheswitzerlandche", 4326, 8, 47, "Lombard Odier Darier Hentsche"
"CRI","bancobctsacostaricacri", 4326, 84, 10, "Banco Bct SA"
"IND","deutschebankagindiaind", 4326, 77, 20, "Deutsche Bank AG"
"CHE","unionbancairepriveeswitzerlandche", 4326, 8, 47, "Union Bancaire Privee"
"ISR","bankhapoalimbmisraelisr", 4326, 34.75, 31.5, "Bank Hapoalim B M"
"SGP","bankjuliusbaerandcoltdsingaporesgp", 4326, 103.8, 1.3667, "Bank Julius Baer And Co Ltd"
"ISR","unionbankofisraelltdisraelisr", 4326, 34.75, 31.5, "Union Bank of Israel Ltd"
"CHE","cbhcompagniebancairehelvetiquesaswitzerlandche", 4326, 8, 47, "Cbh Compagnie Bancaire Helvetique SA"
"RUS","savingsbankoftherussianfederationakasberbankrussiarus", 4326, 100, 60, "Savings Bank of The Russian Federation"
"SGP","bankofsingaporelimitedsingaporesgp", 4326, 103.8, 1.3667, "Bank of Singapore Limited"
"BEL","jpminternationalbankbelgiumbel", 4326, 4, 50.8333, "Jpm International Bank"
"TZA","internationalcommercialbanktanzanialtdtza", 4326, 35, 6, "International Commercial Bank"
"MDG","bnimadagascarmdg", 4326, 47, 20, "Bni"
"GHA","ecobankghanaltdghanagha", 4326, 2, 8, "Ecobank Ghana Ltd"
"CHN","chinamerchantsbankchinachn", 4326, 105, 35, "China Merchants Bank"
"LBN","bbacsallebanonlbn", 4326, 35.8333, 33.8333, "Bbac Sal"
"CHN","chinaconstructionbankchinachn", 4326, 105, 35, "China Construction Bank"
"CHN","pinganbankchinachn", 4326, 105, 35, "Ping An Bank"
"CHN","agriculturalbankofchinachinachn", 4326, 105, 35, "Agricultural Bank of China"
"CHE","lffinancesuissesagenevaswitzerlandche", 4326, 8, 47, "Lf Finance"
"NOR","dnbbankasanorwaynor", 4326, 10, 62, "DNB Bank Asa"
"DEU","berlinervolksbankeggermanydeu", 4326, 9, 51, "Berliner Volksbank E G"
"AUT","vorarlbergervolksbankgmbhaustriaaut", 4326, 13.3333, 47.3333, "Vorarlberger Volksbank Gmbh"
"MEX","cibancosamexicomex", 4326, 102, 23, "Ci Banco S.A."
"KAZ","btabankjscalmatykazakhstankaz", 4326, 68, 48, "BTA Bank JSC"
"LBN","firstnationalbanksalbeirutbeirutlebanonlbn", 4326, 35.8333, 33.8333, "First National Bank S.A.L. Beirut"
"HKG","dbsbankltdhongkonghkg", 4326, 114.1667, 22.25, "DBS Bank Ltd"
"UKR","sberbankpjsckievukraineukr", 4326, 32, 49, "Sberbank PJSC"
"UKR","vtbbankkyivukraineukr", 4326, 32, 49, "VTB Bank"
"BMU","bankofntbutterfieldandsonsltdhamiltonbermudabmu", 4326, 64.75, 32.3333, "Bank of N.T. Butterfield And Sons Ltd"
"BEL","bankofnewyorkmellonbrusselsbelgiumbel", 4326, 4, 50.8333, "Bank of New York Mellon"
"IND","creditbankltdmumbaiindiaind", 4326, 77, 20, "Credit Bank Ltd."
"NLD","abnamrobankamsterdamnetherlandsnld", 4326, 5.75, 52.5, "ABN Amro Bank"
"CYP","cyprusdevelopmentbankpubliccompanyltdcypruscyp", 4326, 33, 35, "Cyprus Development Bank Public Company Ltd"
"BRB","rbcroyalbankbarbadosltdbarbadosbrb", 4326, 59.5333, 13.1667, "Rbc Royal Bank"
"LIE","verwaltungsundprivatbankagliechtensteinlie", 4326, 9.5333, 47.1667, "Verwaltungs Und PrivatBank Ag"
"DEU","unicreditbankaggermanydeu", 4326, 9, 51, "UniCredit Bank Ag"
"CHE","ubsagswitzerlandche", 4326, 8, 47, "UBS AG"
"CYM","scotiabankandtrustcaymanltdcaymanislandscym", 4326, 80.5, 19.5, "Scotiabank And Trust Cayman Ltd"
"CAN","royalbankofcanadaciltdcanadacan", 4326, 95, 60, "Royal Bank of Canada Ci Ltd"
"IDN","ptbankcentralasiatbkindonesiaidn", 4326, 120, 5, "PT Bank Central Asia Tbk"
"NGA","firstcitymonumentbanknigerianga", 4326, 8, 10, "First City Monument Bank"
"CHN","agriculturalbankofchinalimitedchinachn", 4326, 105, 35, "Agricultural Bank of China Limited"
"LUX","kbleuropeanprivatebankerssaluxembourgluxembourglux", 4326, 6.1667, 49.75, "Kbl European Private Bankers SA"
"TWN","firstcommercialbanktaipeitaiwantwn", 4326, 121, 23.5, "First Commercial Bank"
"CHE","creditsuisseswitzerlandltdzurichswitzerlandche", 4326, 8, 47, "Credit Suisse Switzerland Ltd"
"CZE","ceskasporitelnaaspragueczechrepubliccze", 4326, 15.5, 49.75, "Ceska Sporitelna A S"
"CHE","bankcialswitzerlandche", 4326, 8, 47, "Bank Cial"
"ARE","nationalbankofrasalkhaimahpscrasalkhaimahuaeare", 4326, 54, 24, "National Bank of Ras AlKhaimah Psc"
"GBR","standardcharteredbanklondonlondonunitedkingdomgbr", 4326, 2, 54, "Standard Chartered Bank London"
"AFG","afghanistaninternationalbankkabulafghanistanafg", 4326, 65, 33, "Afghanistan International Bank"
"ARE","abudhabicommercialbankuaeare", 4326, 54, 24, "Abu Dhabi Commercial Bank"
"CHN","bankofcommunicationscoltdshanghaichinachn", 4326, 105, 35, "Bank of Communications Co. Ltd"
"SVN","gorenjskabankaddkranjsloveniasvn", 4326, 15, 46, "Gorenjska Banka D.D."
"RUS","bankforforeigntradeofrussiakhabarovskrussiarus", 4326, 100, 60, "Bank For Foreign Trade of Russia"
"AUS","australiaandnewzealandbankingsydneyaustraliaaus", 4326, 133, 27, "Australia And New Zealand Banking"
"UZB","nationalbankforforeigneconomicactivityoftherepofuzbekistantashkentuzbekistanuzb", 4326, 64, 41, "National Bank For Foreign Economic Activity of The Rep. of Uzbekistan"
"HKG","chonghingbankltdhongkonghkg", 4326, 114.1667, 22.25, "Chong Hing Bank Ltd"
"RUS","mdmbankmoscowrussiarus", 4326, 100, 60, "Mdm Bank"
"KOR","industrialbankofkoreaseoulsouthkoreakor", 4326, 127.5, 37, "Industrial Bank of Korea"
"RUS","aoraiffeisenbanktreasuryservicesmoscowrussiarus", 4326, 100, 60, "AO Raiffeisenbank Treasury Services"
"KAZ","nurbankalmaatakazakhstankaz", 4326, 68, 48, "Nurbank"
"KAZ","eurasiandevelopmentbankalmakazakhstankaz", 4326, 68, 48, "Eurasian Development Bank"
"DNK","amagerbankenaktieselskabcopenhagendenmarkdnk", 4326, 10, 56, "Amagerbanken Aktieselskab"
"RUS","jscvtbbankmoscowrussiarus", 4326, 100, 60, "JSC VTB Bank"
"CHN","bankofcommunicationschinachn", 4326, 105, 35, "Bank of Communications"
"AUS","westernunionbusinesssolutionssydneyaustraliaaus", 4326, 133, 27, "Western Union Business Solutions"
"POL","nordeabankpolskasagdyniapolandpol", 4326, 20, 52, "Nordea Bank Polska S.A."
"MOZ","bancocomercialedeinvestimentosmaputomozambiquemoz", 4326, 35, 18.25, "Banco Comercial E De Investimentos"
"CHN","bankofcommunicationsoffshorebankingunitshanghaichinachn", 4326, 105, 35, "Bank of Communications Offshore Banking Unit"
"MCO","andbancmonacosammontecarlomonacomco", 4326, 7.4, 43.7333, "Andbanc Monaco Sam"
"CHE","privatbankihagzuerichswitzerlandche", 4326, 8, 47, "PrivatBank Ihag Zuerich"
"CHE","creditagricolesuissesaswitzerlandche", 4326, 8, 47, "Credit Agricole Suisse SA"
"SGP","westernunionbusinesssolutionssingaporesgp", 4326, 103.8, 1.3667, "Western Union Business Solutions"
"SGP","unitedoverseasbankltdsingaporesgp", 4326, 103.8, 1.3667, "United Overseas Bank Ltd"
"PRT","montepiogeralcaixaeconomicalisbonportugalprt", 4326, 8, 39.5, "Montepio Geral  Caixa Economica"
"DEU","bhfbkaktiengesellschaftfranfurtgermanydeu", 4326, 9, 51, "BhfBk Aktiengesellschaft"
"UKR","sbsberbankofrussiacjsckievukraineukr", 4326, 32, 49, "SB Sberbank of Russia Cjsc"
"UKR","pjscbankvostokdnepropetrovskukraineukr", 4326, 32, 49, "PJSC Bank Vostok"
"RUS","dnbbankasamoscowrussiarus", 4326, 100, 60, "DNB Bank Asa"
"HKG","hangsengbankltdhongkonghkg", 4326, 114.1667, 22.25, "Hang Seng Bank Ltd"
"PHL","bdounibankincmakaticityphilippinesphl", 4326, 122, 13, "Bdo Unibank Inc"
"MYS","ocbcbankmalaysiaberhadkualalumpurmys", 4326, 112.5, 2.5, "Ocbc Bank"
"TUR","turkekonomibankasistanbulturkeytur", 4326, 35, 39, "Turk Ekonomi Bank A.S."
"SVN","bankakoperddkopersloveniasvn", 4326, 15, 46, "Banka Koper D.D. "
"IND","icicbankltdgujaratindiaind", 4326, 77, 20, "Icic Bank Ltd"
"IND","axisbankltdindiaind", 4326, 77, 20, "Axis Bank Ltd"
"MDA","energbankchisinaumoldovamda", 4326, 29, 47, "Energbank"
"SGP","kbcbanknvsingaporesgp", 4326, 103.8, 1.3667, "Kbc Bank N.V."
"SGP","dnbnorbankasasingaporesgp", 4326, 103.8, 1.3667, "DNB Nor Bank Asa"
"EGY","commercialinternationalbankegyptsaeportsaidegyptegy", 4326, 30, 27, "Commercial International Bank"
"GBR","bancopopolarelondonenglandgbr", 4326, 2, 54, "Banco Popolare"
"ARE","ajmanbankpjscajmanuaeare", 4326, 54, 24, "Ajman Bank PJSC"
"QAT","ahlibankqscdohaqatarqat", 4326, 51.25, 25.5, "Ahli Bank Q.S.C"
"POL","raiffeisenbankpolskasawarsawpolandpol", 4326, 20, 52, "Raiffeisen Bank Polska SA"
"TUR","denizbankistanbulturkeytur", 4326, 35, 39, "Denizbank"
"SWE","nordeabankabstockholmswedenswe", 4326, 15, 62, "Nordea Bank AB"
"CAN","bankofmontrealtorontocanadacan", 4326, 95, 60, "Bank of Montreal"
"LVA","smpbanklatvialva", 4326, 25, 57, "Smp Bank"
"AUS","nationalaustraliabanklimitedmelbourneaustraliaaus", 4326, 133, 27, "National Australia Bank Limited"
"THA","bangkokbankltdbangkokthailandtha", 4326, 100, 15, "Bangkok Bank Ltd"
"MYS","unitedoverseasbankkualalumpurmalaysiamys", 4326, 112.5, 2.5, "United Overseas Bank Kuala Lumpur"
"ARE","thomascookalrostamaniexchangecompanydubaiuaeare", 4326, 54, 24, "Thomas Cook Al Rostamani Exchange Company"
"HUN","kereskedelmieshitelbankrtbudapesthungaryhun", 4326, 20, 47, "Kereskedelmi Es Hitelbank Rt"
"IND","karnatakabanklimitedmumbaiindiaind", 4326, 77, 20, "Karnataka Bank Limited"
"AUS","suncorpmetwayltdbrisbaneaustraliaaus", 4326, 133, 27, "Suncorp Metway Ltd"
"CHN","bankofchinashenzhenchinachn", 4326, 105, 35, "Bank of China"
"CHE","societegeneraleprivatebankingsuisseche", 4326, 8, 47, "Societe Generale Private Banking"
"GBR","creditsuisseukltdlondonukgbr", 4326, 2, 54, "Credit Suisse"
"ARE","arabbankforinvestmentforeigntradeabudhabiunitedarabemiratesare", 4326, 54, 24, "Arab Bank For Investment & Foreign Trade"
"RUS","bankvtbstpetersburgrussiarus", 4326, 100, 60, "Bank VTB"
"CHE","creditsuissenassaubrprivatebkgzurichswitzerlandche", 4326, 8, 47, "Credit Suisse Nassau Br Private Bkg"
"UKR","prominvestbankkievukraineukr", 4326, 32, 49, "Prominvestbank"
"BGR","piraeusbankbulgariabgr", 4326, 25, 43, "Piraeus Bank"
"BEL","euroclearbanksabelgiumbel", 4326, 4, 50.8333, "Euroclear Bank SA"
"ARE","emiratesbankinternationallimiteddubaiunitedarabemiratesare", 4326, 54, 24, "Emirates Bank International Limited"
"TUR","akbanktasistanbulturkeytur", 4326, 35, 39, "Akbank T.A.S. "
"RUS","vtbjscbankopenjointstockbankmoscowrussiarus", 4326, 100, 60, "VTB JSC Bank"
"AUT","raiffeisenlandesbanklinzaustriaaut", 4326, 13.3333, 47.3333, "Raiffeisenlandesbank"
"RUS","bankvtbnorthweststpetersburgrussiarus", 4326, 100, 60, "Bank VTB NorthWest"
"IND","axisbanklimitedmeerutindiaind", 4326, 77, 20, "Axis Bank Limited"
"AUS","ozforexlimitedsydneyaustraliaaus", 4326, 133, 27, "Ozforex Limited"
"IND","vijayabanknewdelhiindiaind", 4326, 77, 20, "Vijaya Bank"
"IND","unitedbankofindiakanpurindiaind", 4326, 77, 20, "United Bank of India"
"IND","canarabankmumbaiindiaind", 4326, 77, 20, "Canara Bank"
"HKG","creditsuisseaghongkonghkg", 4326, 114.1667, 22.25, "Credit Suisse AG"
"PHL","rizalcommercialbankingcorpmanilaphilippinesphl", 4326, 122, 13, "Rizal Commercial Banking Corp"
"HKG","banksinopaccompanylimitedhongkonghkg", 4326, 114.1667, 22.25, "Bank Sinopac Company Limited"
"CHN","bankofnanjingnanjingchinachn", 4326, 105, 35, "Bank of Nanjing"
"MAC","industrialandcommercialbankofchinamacaulimitedmacaumac", 4326, 113.55, 22.1667, "Industrial And Commercial Bank of China"
"TWN","kgibanktaipeitaiwantwn", 4326, 121, 23.5, "KGI Bank"
"CHE","banquedecommerceetdeplacementssagenevaswitzerlandche", 4326, 8, 47, "Banque De Commerce Et De Placements S A(Geneva Switzerland)"
"KOR","wooribanksouthkoreakor", 4326, 127.5, 37, "Woori Bank"
"IDN","ptbankcommonwealthjakartaindonesiaidn", 4326, 120, 5, "PT Bank Commonwealth"
"THA","krungthaibankpubliccompanyltdbangkokthailandtha", 4326, 100, 15, "Krung Thai Bank Public Company Ltd"
"ARE","thenationalbankofrasrasalkhaimahuaeare", 4326, 54, 24, "The National Bank of Ras"
"RUS","crediteuropebankltdmoscowrussiarus", 4326, 100, 60, "Credit Europe Bank Ltd."
"VNM","vietnamexportimportbankhochiminhcityvietnamvnm", 4326, 106, 16, "Vietnam Export Import Bank"
